!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 18:31:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(REAL),SYSNPDI(IMAG)
1895500000,2811.468,0.45148033
1905000000,2731.7764,0.45946535
1914500000,2695.4548,0.45877907
1924000000,2697.3613,0.45156646
1933500000,2712.0867,0.44433865
1943000000,2731.9897,0.43712592
1952500000,2758.4597,0.42989993
1962000000,2791.6572,0.42267221
1971500000,2841.7732,0.41545823
1981000000,2888.3638,0.40943322
1990500000,2922.3718,0.405283
2000000000,2955.9719,0.40113264
END

