!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:44:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
1895500000,-172.75958,81.014084
1905000000,-172.99184,81.26899
1914500000,-173.29337,81.809273
1924000000,-173.62027,82.474312
1933500000,-173.77661,82.811592
1943000000,-173.81886,82.952446
1952500000,-173.84639,83.066483
1962000000,-173.68063,82.870865
1971500000,-173.32452,82.344391
1981000000,-173.07553,81.985764
1990500000,-173.06702,82.069366
2000000000,-173.095,82.215782
END

