!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 19:35:30
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
1753000000,-164.22687,0.0083520785
1762500000,-164.20613,0.0083094388
1772000000,-164.16658,0.0082311546
1781500000,-164.1214,0.0081641879
1791000000,-164.07658,0.0081000943
1800500000,-164.01559,0.0080065997
1810000000,-163.93315,0.0078750551
1819500000,-163.84929,0.0077431961
1829000000,-163.77966,0.0076384693
1838500000,-163.72299,0.0075576268
1848000000,-163.72331,0.0076738242
1857500000,-163.75706,0.0078836288
1867000000,-163.81882,0.0081485016
1876500000,-163.89803,0.0084532239
1886000000,-163.98993,0.0087923137
1895500000,-164.09883,0.0091775786
1905000000,-164.23563,0.0096387733
1914500000,-164.28973,0.009745039
1924000000,-164.2744,0.0095580108
1933500000,-164.25812,0.0093698418
1943000000,-164.23526,0.0091693569
1952500000,-164.1946,0.0089337407
1962000000,-164.1273,0.0086485026
1971500000,-164.05437,0.0083593242
1981000000,-163.99455,0.0081254002
1990500000,-163.9416,0.0079455739
2000000000,-163.87801,0.0077498886
END

